,Fall,College,Major_Name,Total,Female,Male,Caucasian,Asian American,African American,Hispanic,Native American,M/F
7831,2018,Las,Atmospheric Sciences,117,40,77,70,5,2,13,0,1.92
7830,2018,Las,Astronomy,119,41,78,53,11,5,12,0,1.9
7839,2018,Las,Chemistry,798,346,452,332,142,37,64,0,1.31
7843,2018,Las,Comparative Literature,29,22,7,16,0,0,5,0,0.32
7854,2018,Las,Econometrics & Quant Econ,33,7,26,16,7,0,2,0,3.71
7844,2018,Las,Computer Sci & Anthropology,36,10,26,10,13,1,3,0,2.6
7863,2018,Las,Geography & Geographic Info Sc,38,8,30,19,6,3,3,0,3.75
7862,2018,Las,Geography,53,21,32,14,1,3,2,0,1.52
7861,2018,Las,General Curriculum,121,45,76,38,36,8,12,0,1.69
7860,2018,Las,Gender And Women'S Studies,20,20,0,7,1,9,3,0,0
7859,2018,Las,French,36,20,16,15,2,1,4,0,0.8
7856,2018,Las,English,442,323,119,273,30,30,75,2,0.37
7855,2018,Las,Economics,1202,368,834,377,203,22,67,2,2.27
7857,2018,Las,Entomology,29,8,21,20,1,0,3,0,2.62
7853,2018,Las,"Ecol, Evol, Conservation Biol ",34,23,11,19,2,2,6,0,0.48
7851,2018,Las,"Earth, Soc, Env Sustainability ",139,76,63,75,18,9,20,1,0.83
7850,2018,Las,E Asian Languages & Cultures,59,39,20,20,7,1,4,0,0.51
7849,2018,Las,Creative Writing,98,60,38,61,2,11,18,0,0.63
7847,2018,Las,Computer Sci & Linguistics,76,25,51,16,36,3,2,1,2.04
7846,2018,Las,Computer Sci & Chemistry,41,9,32,6,22,0,3,0,3.56
7845,2018,Las,Computer Sci & Astronomy,39,7,32,13,12,0,2,0,4.57
7569,2017,Las,Physics,648,134,514,252,82,5,34,0,3.01
7641,2017,Las,Global Studies,191,141,50,85,23,18,35,0,0.35
7674,2017,Las,Spanish,135,99,36,59,2,5,42,0,0.36
7666,2017,Las,Psychology,1583,1170,412,666,253,149,264,0,0.35
7664,2017,Las,Political Science,696,298,398,397,70,48,113,0,1.34
7663,2017,Las,Plant Biology,32,20,12,16,2,0,2,0,0.6
7661,2017,Las,Philosophy,90,27,63,37,6,7,15,0,2.33
7659,2017,Las,Neuroscience,59,34,25,35,4,1,5,0,0.74
7658,2017,Las,Molecular&Cell Bio-Undeclared,38,22,16,14,3,0,2,0,0.73
7657,2017,Las,Molecular And Cellular Biology,1002,540,462,449,333,41,94,0,0.86
7656,2017,Las,Molecular & Integrative Physi,20,15,5,4,2,1,1,0,0.33
7655,2017,Las,Microbiology,53,33,20,21,8,1,2,0,0.61
7654,2017,Las,Mathematics,744,285,458,167,89,10,47,0,1.61
7653,2017,Las,Math & Computer Science,306,57,248,77,87,3,11,0,4.35
7652,2017,Las,Linguistics,135,93,42,65,13,4,19,0,0.45
7649,2017,Las,Las - Undeclared,116,78,38,1,1,67,44,0,0.49
7646,2017,Las,Integrative Biology,390,224,166,224,69,21,44,0,0.74
7643,2017,Las,History,326,117,209,199,17,16,51,0,1.79
7673,2017,Las,Sociology,200,119,81,64,12,42,42,0,0.68
7676,2017,Las,Statistics,506,220,286,74,90,1,15,0,1.3
7638,2017,Las,Geology,101,36,65,52,8,3,9,0,1.81
7677,2017,Las,Statistics & Computer Science,203,53,150,32,98,0,3,0,2.83
7684,2017,Las,Translation And Interpreting,28,19,9,11,0,1,5,0,0.47
7680,2017,Las,Teaching Of English Sec Lang,33,24,9,15,2,0,1,0,0.38
7678,2017,Las,Teaching Of Biological Science,22,17,5,21,0,0,0,0,0.29
7642,2017,Las,Health Communication,28,27,1,19,5,0,2,0,0.04
7637,2017,Las,Geography & Geographic Info Sc,38,9,29,17,6,5,2,0,3.22
7611,2017,Las,Biophysics & Quant Biology,33,7,26,7,4,0,2,0,3.71
7608,2017,Las,Biochemistry,240,118,122,94,60,3,11,0,1.03
7607,2017,Las,Atmospheric Sciences,119,44,75,69,7,5,12,0,1.7
7606,2017,Las,Astronomy,104,40,64,48,8,4,8,0,1.6
7609,2017,Las,Biology,696,431,265,283,194,63,93,0,0.61
7612,2017,Las,Cell And Developmental Biology,31,16,15,3,2,0,1,0,0.94
7625,2017,Las,E Asian Languages & Cultures,64,39,25,24,12,1,2,0,0.64
7636,2017,Las,Geography,52,20,32,13,1,2,2,0,1.6
7635,2017,Las,General Curriculum,163,57,106,55,36,18,23,0,1.86
7633,2017,Las,French,36,22,14,12,4,2,3,0,0.64
7631,2017,Las,Entomology,36,12,24,26,2,0,3,0,2
7630,2017,Las,English,459,332,126,281,40,23,81,2,0.38
7628,2017,Las,"Ecol, Evol, Conservation Biol ",36,22,14,23,2,2,5,0,0.64
7626,2017,Las,"Earth, Soc, Env Sustainability ",150,70,80,76,12,6,36,1,1.14
7629,2017,Las,Economics,1243,366,877,385,209,28,62,2,2.4
7624,2017,Las,Creative Writing,103,61,42,65,2,13,16,0,0.69
7620,2017,Las,Computer Sci & Anthropology,26,9,17,7,11,1,1,0,1.89
7623,2017,Las,Computer Sci & Linguistics,69,21,48,19,30,2,4,1,2.29
7618,2017,Las,Communication,716,460,256,397,56,85,103,0,0.56
7619,2017,Las,Comparative Literature,23,16,7,15,0,1,2,0,0.44
7615,2017,Las,Chemistry,819,342,477,335,148,34,80,0,1.39
7621,2017,Las,Computer Sci & Astronomy,32,6,26,10,12,1,2,0,4.33
7622,2017,Las,Computer Sci & Chemistry,47,10,37,11,21,0,3,0,3.7
7613,2017,Las,Chemical Engineering,785,259,526,300,187,25,64,0,2.03
7345,2016,Las,Physics,681,132,549,258,84,6,34,0,3.27
7429,2016,Las,Microbiology,55,33,22,26,5,1,4,0,0.67
7414,2016,Las,Geology,103,27,76,58,7,4,8,0,2.81
7447,2016,Las,Sociology,211,119,92,68,20,45,32,0,0.77
7439,2016,Las,Psychology,1556,1144,412,673,243,138,248,0,0.36
7438,2016,Las,Political Science,615,273,342,355,56,56,79,1,1.25
7437,2016,Las,Plant Biology,37,22,15,19,2,0,3,0,0.68
7435,2016,Las,Philosophy,91,23,68,40,10,10,12,0,2.96
7433,2016,Las,Neuroscience,69,36,33,41,7,1,5,0,0.92
7432,2016,Las,Molecular&Cell Bio-Undeclared,34,22,12,6,6,0,1,0,0.55
7431,2016,Las,Molecular And Cellular Biology,997,544,453,463,317,49,92,0,0.83
7430,2016,Las,Molecular & Integrative Physi,22,12,10,9,2,1,0,0,0.83
7428,2016,Las,Mathematics,784,299,485,200,98,7,49,0,1.62
7427,2016,Las,Math & Computer Science,305,54,251,87,86,2,11,0,4.65
7426,2016,Las,Linguistics,124,84,40,61,17,3,17,0,0.48
7424,2016,Las,Las - Undeclared,114,83,31,1,4,69,34,0,0.37
7421,2016,Las,Integrative Biology,392,232,160,212,75,25,49,0,0.69
7418,2016,Las,History,317,115,202,199,19,15,48,0,1.76
7448,2016,Las,Spanish,137,103,34,62,1,10,39,0,0.33
7450,2016,Las,Statistics,418,190,228,61,67,2,10,0,1.2
7451,2016,Las,Statistics & Computer Science,142,39,103,27,75,0,2,0,2.64
7453,2016,Las,Teaching Of English Sec Lang,38,29,9,17,2,0,0,0,0.31
7417,2016,Las,Global Studies,192,145,47,85,33,18,33,0,0.32
7413,2016,Las,Geography & Geographic Info Sc,36,11,25,19,2,8,2,0,2.27
7384,2016,Las,Biology,723,445,278,313,222,57,85,0,0.62
7383,2016,Las,Biochemistry,236,113,123,90,57,4,13,0,1.09
7382,2016,Las,Atmospheric Sciences,108,36,72,60,4,4,12,0,2
7381,2016,Las,Astronomy,105,42,63,50,12,2,6,0,1.5
7386,2016,Las,Biophysics & Quant Biology,20,6,14,3,3,0,2,0,2.33
7387,2016,Las,Cell And Developmental Biology,38,22,16,4,3,0,1,0,0.73
7400,2016,Las,E Asian Languages & Cultures,74,54,20,24,17,0,7,0,0.37
7388,2016,Las,Chemical Engineering,794,231,563,330,174,27,50,0,2.44
7409,2016,Las,French,37,23,14,17,1,1,1,0,0.61
7407,2016,Las,Entomology,41,16,25,28,1,2,2,0,1.56
7406,2016,Las,English,435,311,124,277,36,23,62,3,0.4
7405,2016,Las,Economics,1195,365,830,370,213,29,50,0,2.27
7404,2016,Las,"Ecol, Evol, Conservation Biol ",38,23,15,25,2,2,4,0,0.65
7402,2016,Las,"Earth, Soc, Env Sustainability ",149,78,71,78,16,7,25,3,0.91
7411,2016,Las,General Curriculum,134,48,86,51,34,9,19,0,1.79
7399,2016,Las,Creative Writing,108,70,38,65,3,17,14,0,0.54
7394,2016,Las,Comparative Literature,24,18,6,15,0,2,2,0,0.33
7390,2016,Las,Chemistry,836,335,501,367,144,35,77,2,1.5
7393,2016,Las,Communication,750,471,279,396,43,89,123,1,0.59
7412,2016,Las,Geography,50,20,30,13,2,1,2,0,1.5
7396,2016,Las,Computer Sci & Astronomy,32,6,26,11,11,1,3,0,4.33
7398,2016,Las,Computer Sci & Linguistics,53,17,36,18,20,2,5,0,2.12
7397,2016,Las,Computer Sci & Chemistry,32,10,22,8,15,0,3,0,2.2
7124,2015,Las,Physics,647,112,535,250,86,5,29,0,3.5
7209,2015,Las,Molecular&Cell Bio-Undeclared,34,18,16,10,2,1,1,0,0.89
7218,2015,Las,Psychology,1480,1044,436,642,235,135,221,0,0.42
7216,2015,Las,Political Science,628,258,370,362,53,64,82,0,1.43
7214,2015,Las,Plant Biology,36,22,14,20,2,0,4,0,0.64
7212,2015,Las,Philosophy,79,21,58,42,8,10,6,0,2.76
7210,2015,Las,Neuroscience,67,35,32,36,9,2,4,0,0.91
7208,2015,Las,Molecular And Cellular Biology,1041,524,517,499,314,48,91,0,0.99
7227,2015,Las,Spanish,121,94,27,55,2,8,33,0,0.29
7207,2015,Las,Molecular & Integrative Physi,25,13,12,10,3,1,1,0,0.92
7206,2015,Las,Microbiology,55,33,22,26,5,1,5,0,0.67
7205,2015,Las,Mathematics,759,294,465,203,100,8,46,1,1.58
7204,2015,Las,Math & Computer Science,263,47,216,81,68,3,10,0,4.6
7203,2015,Las,Linguistics,114,76,38,57,9,3,17,0,0.5
7200,2015,Las,Las - Undeclared,135,95,40,2,8,71,48,0,0.42
7197,2015,Las,Integrative Biology,402,249,153,231,76,23,41,0,0.61
7226,2015,Las,Sociology,241,134,107,80,26,43,37,0,0.8
7229,2015,Las,Statistics,336,143,193,69,44,4,10,0,1.35
7193,2015,Las,Global Studies,202,151,51,100,32,10,30,0,0.34
7230,2015,Las,Statistics & Computer Science,107,21,86,24,42,0,3,0,4.1
7232,2015,Las,Teaching Of English Sec Lang,39,27,12,18,1,0,0,0,0.44
7194,2015,Las,History,301,128,173,197,14,13,42,0,1.35
7190,2015,Las,Geology,112,27,85,67,6,2,12,0,3.15
7160,2015,Las,Biochemistry,234,107,127,84,60,4,13,0,1.19
7159,2015,Las,Atmospheric Sciences,111,46,65,66,7,5,10,0,1.41
7158,2015,Las,Astronomy,82,35,47,39,9,0,4,0,1.34
7161,2015,Las,Biology,730,428,302,332,204,55,87,1,0.71
7164,2015,Las,Cell And Developmental Biology,45,25,20,6,5,0,2,0,0.8
7178,2015,Las,"Earth, Soc, Env Sustainability ",152,82,70,96,11,7,16,2,0.85
7165,2015,Las,Chemical Engineering,768,219,549,341,168,23,43,0,2.51
7188,2015,Las,Geography,39,16,23,13,1,0,1,0,1.44
7187,2015,Las,General Curriculum,155,53,102,51,39,20,20,0,1.92
7185,2015,Las,French,42,28,14,18,3,2,3,0,0.5
7183,2015,Las,Entomology,42,19,23,29,1,2,2,0,1.21
7182,2015,Las,English,439,304,135,286,43,18,54,2,0.44
7181,2015,Las,Economics,1141,337,804,343,169,27,43,0,2.39
7180,2015,Las,"Ecol, Evol, Conservation Biol ",34,20,14,23,1,2,3,1,0.7
7189,2015,Las,Geography & Geographic Info Sc,37,10,27,20,3,5,3,0,2.7
7177,2015,Las,E Asian Languages & Cultures,70,48,22,22,15,0,4,0,0.46
7176,2015,Las,Creative Writing,91,58,33,54,7,14,8,0,0.57
7175,2015,Las,Computer Sci & Linguistics,27,8,19,7,10,2,2,0,2.38
7174,2015,Las,Computer Sci & Chemistry,27,9,18,8,12,0,1,0,2
7171,2015,Las,Comparative Literature,22,16,6,13,1,0,2,0,0.38
7170,2015,Las,Communication,786,473,313,429,53,100,102,1,0.66
7167,2015,Las,Chemistry,881,354,527,386,154,26,75,2,1.49
6900,2014,Las,Physics,659,98,560,284,79,6,19,0,4.14
6989,2014,Las,Neuroscience,62,30,32,32,9,1,4,0,1.07
6997,2014,Las,Psychology,1399,976,423,698,204,113,166,0,0.43
6995,2014,Las,Political Science,688,270,418,390,59,70,101,0,1.55
6993,2014,Las,Plant Biology,42,19,23,27,1,0,5,0,1.21
6991,2014,Las,Philosophy,79,19,60,47,8,8,4,0,3.16
6988,2014,Las,Molecular&Cell Bio-Undeclared,22,9,13,5,1,0,5,0,1.44
6987,2014,Las,Molecular And Cellular Biology,1095,543,552,539,330,48,80,0,1.02
6986,2014,Las,Molecular & Integrative Physi,22,12,10,11,3,1,0,0,0.83
6985,2014,Las,Microbiology,54,33,21,26,3,1,4,0,0.64
6984,2014,Las,Mathematics,699,251,448,202,72,14,38,2,1.78
6983,2014,Las,Math & Computer Science,210,36,174,79,45,3,7,0,4.83
6982,2014,Las,Linguistics,111,73,38,59,9,3,10,0,0.52
6979,2014,Las,Las - Undeclared,165,98,67,4,9,100,47,0,0.68
7004,2014,Las,Sociology,237,144,93,84,29,41,36,0,0.65
7005,2014,Las,Spanish,137,106,31,69,3,6,37,0,0.29
7007,2014,Las,Statistics,262,108,154,66,35,2,6,0,1.43
7011,2014,Las,Teaching Of English Sec Lang,51,37,14,22,2,0,1,0,0.38
7008,2014,Las,Statistics & Computer Science,55,9,46,13,20,0,3,0,5.11
6976,2014,Las,Integrative Biology,408,239,169,245,59,29,46,0,0.71
6973,2014,Las,History,327,132,195,225,17,13,37,0,1.48
6939,2014,Las,Biology,707,402,305,307,203,52,88,1,0.76
6938,2014,Las,Biochemistry,219,93,126,84,54,2,9,0,1.35
6937,2014,Las,Atmospheric Sciences,121,47,74,83,6,5,9,0,1.57
6936,2014,Las,Astronomy,77,29,48,31,11,3,3,0,1.66
6942,2014,Las,Chemical Engineering,790,228,562,378,178,17,45,0,2.46
6972,2014,Las,Global Studies,218,160,58,107,35,12,27,0,0.36
6941,2014,Las,Cell And Developmental Biology,52,28,24,8,5,0,1,0,0.86
6959,2014,Las,"Ecol, Evol, Conservation Biol ",33,20,13,24,1,2,2,1,0.65
6944,2014,Las,Chemistry,845,331,514,392,138,29,57,2,1.55
6968,2014,Las,Geography & Geographic Info Sc,29,4,25,16,4,2,3,0,6.25
6967,2014,Las,Geography,39,16,23,14,1,1,1,0,1.44
6966,2014,Las,General Curriculum,202,79,123,59,43,38,44,0,1.56
6964,2014,Las,French,43,26,17,20,3,4,2,0,0.65
6961,2014,Las,English,486,343,143,320,48,27,53,2,0.42
6960,2014,Las,Economics,1127,361,766,325,135,23,42,0,2.12
6962,2014,Las,Entomology,41,18,23,29,2,1,1,0,1.28
6956,2014,Las,"Earth, Soc, Env Sustainability ",141,77,64,94,12,6,11,1,0.83
6969,2014,Las,Geology,114,34,80,79,6,2,10,0,2.35
6954,2014,Las,E Asian Languages & Cultures,83,54,29,27,18,1,6,0,0.54
6953,2014,Las,Creative Writing,66,42,24,41,5,10,5,0,0.57
6948,2014,Las,Comparative Literature,28,20,8,12,3,0,2,0,0.4
6947,2014,Las,Communication,831,471,359,481,58,108,73,2,0.76
6679,2013,Las,Physics,584,80,504,262,59,4,17,0,4.93
6768,2013,Las,Neuroscience,48,25,23,26,7,1,3,0,0.92
6775,2013,Las,Psychology,1386,947,438,735,190,111,149,0,0.46
6773,2013,Las,Political Science,716,256,460,430,69,59,95,0,1.8
6772,2013,Las,Plant Biology,44,20,24,29,2,0,4,0,1.2
6770,2013,Las,Philosophy,90,25,65,64,9,4,8,0,2.6
6767,2013,Las,Molecular&Cell Bio-Undeclared,57,35,22,20,4,1,3,0,0.63
6785,2013,Las,Spanish,193,144,49,112,5,12,42,0,0.34
6766,2013,Las,Molecular And Cellular Biology,1175,573,602,605,347,51,82,2,1.05
6764,2013,Las,Microbiology,52,28,24,25,3,1,3,1,0.86
6763,2013,Las,Mathematics,697,258,439,240,58,6,33,2,1.7
6762,2013,Las,Math & Computer Science,161,29,132,68,34,3,8,0,4.55
6761,2013,Las,Linguistics,104,68,36,55,6,3,8,0,0.53
6758,2013,Las,Las - Undeclared,154,101,53,2,9,102,34,0,0.52
6754,2013,Las,Integrative Biology,428,251,177,279,56,26,39,0,0.71
6784,2013,Las,Sociology,281,169,112,102,41,49,36,0,0.66
6787,2013,Las,Statistics,260,92,168,69,29,3,15,0,1.83
6751,2013,Las,History,380,145,233,277,19,9,41,0,1.61
6788,2013,Las,Statistics & Computer Science,34,8,26,7,10,1,2,0,3.25
6790,2013,Las,Teaching Of English Sec Lang,61,45,16,25,5,0,1,0,0.36
6750,2013,Las,Global Studies,235,168,67,115,42,16,26,0,0.4
6719,2013,Las,Biochemistry,225,85,140,85,62,2,12,0,1.65
6718,2013,Las,Atmospheric Sciences,116,43,73,87,4,1,7,0,1.7
6717,2013,Las,Astronomy,62,24,38,29,11,1,3,0,1.58
6747,2013,Las,Geology,100,32,68,69,6,2,5,0,2.12
6720,2013,Las,Biology,619,336,283,268,175,51,65,0,0.84
6722,2013,Las,Cell And Developmental Biology,43,25,18,9,5,0,1,0,0.72
6723,2013,Las,Chemical Engineering,768,234,534,386,153,11,45,0,2.28
6744,2013,Las,General Curriculum,163,68,95,40,24,45,40,0,1.4
6742,2013,Las,French,53,36,17,31,4,4,2,0,0.47
6740,2013,Las,Entomology,44,22,22,29,1,0,3,0,1
6739,2013,Las,English,534,372,162,366,53,36,43,2,0.44
6738,2013,Las,Economics,1068,342,726,314,128,18,28,0,2.12
6737,2013,Las,"Ecol, Evol, Conservation Biol ",32,20,12,24,2,0,3,1,0.6
6745,2013,Las,Geography,42,14,28,20,1,0,0,0,2
6734,2013,Las,"Earth, Soc, Env Sustainability ",129,63,66,92,10,5,12,0,1.05
6731,2013,Las,Creative Writing,41,23,18,27,4,6,1,0,0.78
6729,2013,Las,Comparative Literature,25,15,10,13,2,0,1,0,0.67
6728,2013,Las,Communication,817,473,343,499,57,97,69,2,0.73
6725,2013,Las,Chemistry,800,305,495,391,121,28,44,3,1.62
6732,2013,Las,E Asian Languages & Cultures,79,53,26,23,20,2,7,0,0.49
6461,2012,Las,Physics,542,73,469,261,46,4,15,0,5.2
6545,2012,Las,Molecular&Cell Bio-Undeclared,33,20,13,11,4,0,0,0,0.65
6553,2012,Las,Psychology,1388,972,416,779,194,97,136,1,0.43
6551,2012,Las,Political Science,749,269,479,471,77,53,87,0,1.78
6550,2012,Las,Plant Biology,43,22,21,28,2,1,2,0,0.95
6548,2012,Las,Philosophy,120,32,87,88,11,4,9,0,2.72
6546,2012,Las,Neuroscience,55,28,27,28,9,1,4,0,0.96
6544,2012,Las,Molecular And Cellular Biology,1113,544,569,609,299,55,63,3,1.05
6528,2012,Las,Global Studies,268,197,71,145,44,19,32,0,0.36
6542,2012,Las,Microbiology,59,34,25,31,3,1,3,1,0.74
6541,2012,Las,Mathematics,613,224,389,243,47,6,29,2,1.74
6540,2012,Las,Math & Computer Science,86,15,71,36,14,1,2,0,4.73
6539,2012,Las,Linguistics,105,70,35,53,9,6,5,0,0.5
6536,2012,Las,Las - Undeclared,178,120,58,0,4,121,45,0,0.48
6532,2012,Las,Integrative Biology,443,265,178,312,52,20,35,1,0.67
6561,2012,Las,Sociology,282,176,106,115,35,56,33,1,0.6
6562,2012,Las,Spanish,188,141,47,116,2,10,35,1,0.33
6564,2012,Las,Statistics,270,102,168,83,27,5,8,0,1.65
6567,2012,Las,Teaching Of English Sec Lang,49,40,9,21,6,0,1,0,0.22
6565,2012,Las,Statistics & Computer Science,20,6,14,6,4,0,0,0,2.33
6529,2012,Las,History,468,183,283,366,17,9,33,0,1.55
6525,2012,Las,Geology,73,30,43,50,3,3,5,0,1.43
6499,2012,Las,Biochemistry,224,85,139,91,62,3,9,0,1.64
6498,2012,Las,Atmospheric Sciences,117,47,70,89,4,1,6,0,1.49
6497,2012,Las,Astronomy,64,23,41,30,10,1,7,1,1.78
6524,2012,Las,Geography,58,16,42,31,3,3,2,0,2.62
6500,2012,Las,Biology,697,393,304,327,196,42,61,0,0.77
6502,2012,Las,Cell And Developmental Biology,39,20,19,8,5,0,1,0,0.95
6513,2012,Las,"Earth, Soc, Env Sustainability ",61,25,35,42,6,3,5,0,1.4
6521,2012,Las,French,64,46,18,39,4,4,3,0,0.39
6519,2012,Las,Entomology,36,21,15,21,1,0,2,0,0.71
6518,2012,Las,English,625,430,194,452,58,35,46,1,0.45
6517,2012,Las,Economics,968,322,646,255,102,10,20,0,2.01
6516,2012,Las,"Ecol, Evol, Conservation Biol ",31,21,10,23,2,0,3,1,0.48
6523,2012,Las,General Curriculum,41,16,25,14,1,12,13,0,1.56
6509,2012,Las,Comparative Literature,27,15,12,15,3,0,0,0,0.8
6508,2012,Las,Communication,873,506,366,522,56,125,82,2,0.72
6505,2012,Las,Chemistry,803,307,496,398,149,21,37,2,1.62
6503,2012,Las,Chemical Engineering,656,213,443,346,118,11,34,0,2.08
6511,2012,Las,E Asian Languages & Cultures,93,56,37,27,24,5,6,0,0.66
6238,2011,Las,Physics,507,71,436,246,42,2,17,0,5.97
6319,2011,Las,Microbiology,60,39,21,29,3,1,6,1,0.54
6325,2011,Las,Philosophy,129,30,99,90,15,6,7,0,3.3
6323,2011,Las,Neuroscience,60,33,27,28,9,2,6,0,0.82
6322,2011,Las,Molecular&Cell Bio-Undeclared,38,15,23,17,1,0,0,0,1.53
6321,2011,Las,Molecular And Cellular Biology,1051,496,555,569,287,56,54,1,1.12
6320,2011,Las,Molecular & Integrative Physi,31,16,15,15,3,1,2,0,0.94
6318,2011,Las,Mathematics,644,254,390,299,50,6,25,0,1.54
6301,2011,Las,Geology,65,27,38,42,4,1,3,1,1.41
6317,2011,Las,Math & Computer Science,72,8,64,29,13,2,4,0,8
6316,2011,Las,Linguistics,103,62,41,56,13,2,1,0,0.66
6313,2011,Las,Las - Undeclared,177,108,69,2,2,126,35,1,0.64
6309,2011,Las,Integrative Biology,439,245,194,305,54,15,34,2,0.79
6306,2011,Las,History,529,192,336,425,19,16,32,0,1.75
6328,2011,Las,Political Science,826,322,504,539,89,54,83,0,1.57
6330,2011,Las,Psychology,1446,986,457,816,187,99,140,1,0.46
6338,2011,Las,Sociology,328,199,129,129,30,73,51,2,0.65
6344,2011,Las,Teaching Of English Sec Lang,49,41,8,16,9,1,2,0,0.2
6341,2011,Las,Statistics,220,94,126,77,30,9,4,0,1.34
6339,2011,Las,Spanish,204,154,50,132,4,5,44,0,0.32
6304,2011,Las,Global Studies,263,187,76,153,36,14,29,0,0.41
6327,2011,Las,Plant Biology,41,25,16,27,3,2,1,1,0.64
6300,2011,Las,Geography,63,19,44,35,2,5,2,0,2.32
6275,2011,Las,Atmospheric Sciences,127,52,75,97,4,0,9,0,1.44
6299,2011,Las,General Curriculum,24,12,12,4,0,16,4,0,1
6274,2011,Las,Astronomy,64,26,38,31,8,0,7,1,1.46
6276,2011,Las,Biochemistry,208,92,116,82,53,4,8,0,1.26
6287,2011,Las,Comparative Literature,32,20,10,18,2,1,1,0,0.5
6295,2011,Las,Entomology,35,20,15,20,2,0,2,0,0.75
6294,2011,Las,English,697,482,214,518,53,41,50,1,0.44
6293,2011,Las,Economics,928,305,623,244,110,8,18,0,2.04
6292,2011,Las,"Ecol, Evol, Conservation Biol ",23,13,10,16,2,0,1,1,0.77
6289,2011,Las,E Asian Languages & Cultures,103,68,35,30,33,5,5,1,0.51
6297,2011,Las,French,77,54,23,57,1,5,3,0,0.43
6286,2011,Las,Communication,866,511,354,517,49,153,74,1,0.69
6283,2011,Las,Chemistry,753,294,459,396,137,22,32,1,1.56
6281,2011,Las,Chemical Engineering,644,213,431,337,113,14,31,1,2.02
6279,2011,Las,Cell And Developmental Biology,38,20,18,10,5,0,1,0,0.9
6277,2011,Las,Biology,816,469,347,422,209,54,63,1,0.74
6018,2010,Las,Physics,449,61,387,208,47,4,18,0,6.65
6109,2010,Las,Psychology,1446,977,466,852,191,87,144,1,0.48
6107,2010,Las,Political Science,913,343,570,619,82,66,76,0,1.66
6106,2010,Las,Plant Biology,40,23,17,31,2,1,0,1,0.74
6104,2010,Las,Philosophy,125,22,103,97,6,7,3,0,4.68
6102,2010,Las,Neuroscience,58,34,24,27,12,2,5,0,0.71
6101,2010,Las,Molecular&Cell Bio-Undeclared,36,20,16,13,4,0,3,0,0.8
6100,2010,Las,Molecular And Cellular Biology,1030,502,528,558,302,50,45,0,1.05
6099,2010,Las,Molecular & Integrative Physi,36,21,15,14,2,2,3,0,0.71
6098,2010,Las,Microbiology,67,43,24,29,5,2,5,1,0.56
6097,2010,Las,Mathematics,593,232,361,310,51,7,26,0,1.56
6096,2010,Las,Math & Computer Science,82,10,72,41,17,1,3,0,7.2
6095,2010,Las,Linguistics,101,64,37,54,9,2,3,0,0.58
6093,2010,Las,Las - Undeclared,95,61,34,2,1,64,24,0,0.56
6117,2010,Las,Sociology,411,249,162,168,40,87,65,0,0.65
