,Fall,College,Major_Name,Total,Female,Male,Caucasian,Asian American,African American,Hispanic,Native American,M/F
5543,2008,Applied Health Sciences,Community Health,612,481,131,310,87,139,56,9,0.27
5544,2008,Applied Health Sciences,Kinesiology,672,390,281,522,28,32,51,6,0.72
5546,2008,Applied Health Sciences,"Recreation, Sport, And Tourism ",423,150,272,297,15,54,20,1,1.81
5350,2007,Applied Health Sciences,Community Health,532,409,123,305,69,101,38,5,0.3
5351,2007,Applied Health Sciences,Kinesiology,655,397,257,516,30,30,43,5,0.65
5354,2007,Applied Health Sciences,"Recreation, Sport, And Tourism ",417,163,253,289,19,51,23,1,1.55
5356,2007,Applied Health Sciences,Speech & Hearing Science,342,327,15,284,15,12,18,0,0.05
5164,2006,Applied Health Sciences,Speech & Hearing Science,313,302,10,272,8,9,13,0,0.03
5158,2006,Applied Health Sciences,Community Health,497,392,105,282,49,115,41,2,0.27
5159,2006,Applied Health Sciences,Kinesiology,677,418,259,530,28,33,45,7,0.62
5162,2006,Applied Health Sciences,"Recreation, Sport, And Tourism ",290,117,172,216,9,27,16,1,1.47
4973,2005,Applied Health Sciences,Community Health,447,345,102,225,37,131,45,2,0.3
4974,2005,Applied Health Sciences,Kinesiology,658,397,261,535,24,36,35,4,0.66
4979,2005,Applied Health Sciences,Speech & Hearing Science,298,285,13,250,11,12,9,0,0.05
4977,2005,Applied Health Sciences,"Recreation, Sport, And Tourism ",36,14,22,32,0,1,2,0,1.57
4785,2004,Applied Health Sciences,Community Health,375,298,77,191,26,117,33,3,0.26
4786,2004,Applied Health Sciences,Kinesiology,597,382,215,491,25,28,27,1,0.56
4790,2004,Applied Health Sciences,Speech & Hearing Science,291,278,13,241,13,11,13,0,0.05
4627,2003,Applied Health Sciences,Community Health,101,75,26,69,12,14,4,1,0.35
4620,2003,Applied Health Sciences,Kinesiology,544,343,201,440,23,26,26,1,0.59
4609,2003,Applied Health Sciences,Speech & Hearing Science,285,270,15,239,14,9,9,1,0.06
4607,2003,Applied Health Sciences,"Recreation, Sport, And Tourism ",187,56,131,142,1,32,5,1,2.34
4441,2002,Applied Health Sciences,Community Health,85,59,26,62,14,5,3,0,0.44
4434,2002,Applied Health Sciences,Kinesiology,516,308,208,420,26,22,18,1,0.68
4423,2002,Applied Health Sciences,Speech & Hearing Science,280,267,13,235,8,9,12,1,0.05
4421,2002,Applied Health Sciences,"Recreation, Sport, And Tourism ",208,69,139,160,2,30,8,0,2.02
4254,2001,Applied Health Sciences,Community Health,93,67,26,75,10,1,3,0,0.39
4248,2001,Applied Health Sciences,Kinesiology,486,294,192,401,29,17,16,1,0.65
4237,2001,Applied Health Sciences,Speech & Hearing Science,248,241,7,213,3,10,9,1,0.03
4235,2001,Applied Health Sciences,"Recreation, Sport, And Tourism ",139,46,93,104,2,23,4,0,2.03
4064,2000,Applied Health Sciences,Community Health,90,72,18,73,6,3,2,0,0.25
4058,2000,Applied Health Sciences,Kinesiology,450,270,180,374,25,10,18,2,0.67
4046,2000,Applied Health Sciences,Speech & Hearing Science,217,210,7,187,5,9,9,3,0.03
4044,2000,Applied Health Sciences,"Recreation, Sport, And Tourism ",137,47,90,104,1,25,3,1,1.92
3868,1999,Applied Health Sciences,Community Health,73,54,19,60,3,4,1,0,0.35
3866,1999,Applied Health Sciences,"Recreation, Sport, And Tourism ",125,46,79,97,0,24,2,1,1.72
3861,1999,Applied Health Sciences,Kinesiology,463,262,201,381,25,15,17,3,0.77
3848,1999,Applied Health Sciences,Speech & Hearing Science,202,198,4,170,6,10,7,3,0.02
3663,1998,Applied Health Sciences,Community Health,78,58,20,56,11,9,0,0,0.34
3656,1998,Applied Health Sciences,Kinesiology,499,289,210,402,35,18,16,2,0.73
3643,1998,Applied Health Sciences,Speech & Hearing Science,205,200,5,162,8,11,15,2,0.02
3640,1998,Applied Health Sciences,"Recreation, Sport, And Tourism ",119,45,74,98,0,17,3,1,1.65
3451,1997,Applied Health Sciences,Community Health,92,70,22,56,17,9,2,0,0.31
3444,1997,Applied Health Sciences,Kinesiology,497,269,228,386,35,23,21,2,0.85
3429,1997,Applied Health Sciences,Speech & Hearing Science,246,239,7,195,12,15,15,1,0.03
3426,1997,Applied Health Sciences,"Recreation, Sport, And Tourism ",71,30,41,57,0,10,2,1,1.37
3240,1996,Applied Health Sciences,Community Health,132,100,32,87,20,15,4,0,0.32
3231,1996,Applied Health Sciences,Kinesiology,477,266,211,382,29,20,16,1,0.79
3215,1996,Applied Health Sciences,Speech & Hearing Science,224,215,9,182,11,14,11,0,0.04
3042,1995,Applied Health Sciences,Community Health,131,96,35,89,15,17,8,0,0.36
3033,1995,Applied Health Sciences,Kinesiology,453,237,216,362,25,26,17,0,0.91
3017,1995,Applied Health Sciences,Speech & Hearing Science,218,210,8,180,15,11,7,0,0.04
2845,1994,Applied Health Sciences,Community Health,102,73,29,71,17,6,4,0,0.4
2836,1994,Applied Health Sciences,Kinesiology,440,214,226,344,24,30,12,0,1.06
2820,1994,Applied Health Sciences,Speech & Hearing Science,203,197,6,178,8,9,3,0,0.03
2651,1993,Applied Health Sciences,Community Health,123,90,33,95,6,10,7,0,0.37
2642,1993,Applied Health Sciences,Kinesiology,381,174,207,288,27,23,10,1,1.19
2625,1993,Applied Health Sciences,Speech & Hearing Science,192,182,10,166,6,6,7,0,0.05
2456,1992,Applied Health Sciences,Community Health,128,96,32,89,18,14,4,0,0.33
2448,1992,Applied Health Sciences,Kinesiology,308,132,176,217,24,17,7,2,1.33
2430,1992,Applied Health Sciences,Speech & Hearing Science,163,153,10,136,5,11,5,0,0.07
2260,1991,Applied Health Sciences,Community Health,120,80,40,84,14,10,1,1,0.5
2250,1991,Applied Health Sciences,Kinesiology,268,125,143,205,18,9,1,1,1.14
2232,1991,Applied Health Sciences,Speech & Hearing Science,123,120,3,106,3,6,4,0,0.02
2061,1990,Applied Health Sciences,Community Health,112,75,37,85,14,7,0,1,0.49
2051,1990,Applied Health Sciences,Kinesiology,257,107,150,192,21,7,5,1,1.4
2032,1990,Applied Health Sciences,Speech & Hearing Science,112,104,8,88,6,6,4,0,0.08
1857,1989,Applied Health Sciences,Community Health,88,62,26,61,16,5,3,1,0.42
1848,1989,Applied Health Sciences,Kinesiology,237,100,137,185,9,5,4,0,1.37
1830,1989,Applied Health Sciences,Speech & Hearing Science,105,99,6,90,5,4,4,0,0.06
1655,1988,Applied Health Sciences,Community Health,106,72,34,76,15,8,4,1,0.47
1648,1988,Applied Health Sciences,Kinesiology,220,113,107,175,12,3,5,1,0.95
1630,1988,Applied Health Sciences,Speech & Hearing Science,109,105,4,94,4,3,5,0,0.04
1456,1987,Applied Health Sciences,Community Health,154,104,50,128,9,8,3,0,0.48
1448,1987,Applied Health Sciences,Kinesiology,212,100,112,167,8,4,4,0,1.12
1431,1987,Applied Health Sciences,Speech & Hearing Science,101,99,2,91,3,3,2,0,0.02
1257,1986,Applied Health Sciences,Community Health,132,94,38,110,5,10,2,0,0.4
1248,1986,Applied Health Sciences,Kinesiology,218,104,114,183,7,3,0,0,1.1
1229,1986,Applied Health Sciences,Speech & Hearing Science,91,87,4,79,3,5,1,0,0.05
1054,1985,Applied Health Sciences,Community Health,100,65,35,90,3,5,1,0,0.54
1044,1985,Applied Health Sciences,Kinesiology,247,109,138,198,7,5,3,1,1.27
1025,1985,Applied Health Sciences,Speech & Hearing Science,105,102,3,92,1,7,2,0,0.03
853,1984,Applied Health Sciences,Community Health,94,62,32,78,4,4,1,1,0.52
842,1984,Applied Health Sciences,Kinesiology,251,131,120,205,3,3,3,1,0.92
823,1984,Applied Health Sciences,Speech & Hearing Science,128,124,4,111,1,10,2,0,0.03
652,1983,Applied Health Sciences,Community Health,62,40,22,55,1,2,0,1,0.55
641,1983,Applied Health Sciences,Kinesiology,236,104,132,199,4,2,5,1,1.27
621,1983,Applied Health Sciences,Speech & Hearing Science,131,123,8,110,2,9,2,0,0.07
452,1982,Applied Health Sciences,Community Health,40,30,10,31,0,1,0,0,0.33
425,1982,Applied Health Sciences,Speech & Hearing Science,140,129,11,122,1,9,3,0,0.09
442,1982,Applied Health Sciences,Kinesiology,253,133,120,218,0,6,4,1,0.9
257,1981,Applied Health Sciences,Community Health,39,24,15,30,0,2,0,0,0.62
247,1981,Applied Health Sciences,Kinesiology,284,140,144,252,1,6,1,0,1.03
232,1981,Applied Health Sciences,Speech & Hearing Science,139,128,11,124,0,11,1,0,0.09
66,1980,Applied Health Sciences,Community Health,46,28,18,33,1,3,1,0,0.64
40,1980,Applied Health Sciences,Speech & Hearing Science,158,145,13,144,1,8,2,1,0.09
55,1980,Applied Health Sciences,Kinesiology,268,143,125,240,1,8,3,1,0.87
